Date,Time,Temperature_C,Humidity_Percent,Occupancy,Appliance_Usage_kWh,Weather,Energy_Consumption_kWh
19-01-2024,01:00,33.8,51,6,4.19,Rainy,19.36
19-01-2024,02:00,20.5,83,4,5.46,Sunny,19.06
19-01-2024,03:00,33.0,37,5,1.66,Rainy,14.24
19-01-2024,04:00,19.9,79,6,5.99,Cloudy,19.94
19-01-2024,05:00,20.0,62,7,5.62,Windy,19.94
19-01-2024,06:00,32.9,48,6,4.2,Cloudy,18.35
19-01-2024,07:00,22.2,79,8,1.94,Cloudy,17.11
19-01-2024,08:00,32.0,69,4,1.87,Sunny,13.86
19-01-2024,09:00,25.6,40,3,4.0,Cloudy,14.06
19-01-2024,10:00,33.6,77,7,1.81,Cloudy,16.08
19-01-2024,11:00,33.2,43,5,4.34,Cloudy,18.19
19-01-2024,12:00,21.1,71,3,2.33,Sunny,12.99
19-01-2024,13:00,34.7,45,2,3.79,Windy,15.1
19-01-2024,14:00,26.9,48,1,4.3,Sunny,13.89
19-01-2024,15:00,22.5,38,4,2.17,Sunny,12.96
19-01-2024,16:00,27.9,42,2,2.28,Windy,11.7
19-01-2024,17:00,24.4,70,1,0.75,Windy,9.77
19-01-2024,18:00,34.5,40,5,5.89,Rainy,19.54
19-01-2024,19:00,28.8,62,7,1.54,Rainy,14.88
19-01-2024,20:00,38.2,76,4,3.95,Rainy,18.31
19-01-2024,21:00,19.7,82,0,0.64,Windy,8.4
19-01-2024,22:00,24.5,46,8,5.15,Cloudy,19.67
19-01-2024,23:00,33.8,54,5,2.59,Rainy,15.55
20-01-2024,00:00,26.1,70,5,5.11,Rainy,18.52
20-01-2024,01:00,18.9,71,6,5.48,Cloudy,19.16
20-01-2024,02:00,29.0,45,4,3.81,Sunny,15.46
20-01-2024,03:00,23.0,43,7,4.0,Windy,16.88
20-01-2024,04:00,18.9,63,7,1.55,Rainy,13.73
20-01-2024,05:00,36.5,89,8,2.84,Rainy,19.33
20-01-2024,06:00,19.2,80,6,5.4,Sunny,19.58
20-01-2024,07:00,32.7,87,2,5.47,Cloudy,17.92
20-01-2024,08:00,18.1,86,5,3.62,Windy,15.44
20-01-2024,09:00,25.1,64,6,5.84,Cloudy,20.87
20-01-2024,10:00,39.2,74,1,4.96,Sunny,17.58
20-01-2024,11:00,25.3,77,4,3.61,Windy,16.43
20-01-2024,12:00,28.6,76,2,2.15,Rainy,12.86
20-01-2024,13:00,31.9,89,3,1.72,Windy,13.77
20-01-2024,14:00,21.2,72,5,3.55,Windy,15.68
20-01-2024,15:00,23.3,63,6,1.94,Cloudy,14.05
20-01-2024,16:00,37.6,70,1,1.72,Rainy,12.53
20-01-2024,17:00,22.1,77,4,4.4,Cloudy,16.7
20-01-2024,18:00,23.0,71,1,4.55,Sunny,15.15
20-01-2024,19:00,32.9,86,7,1.24,Sunny,16.64
20-01-2024,20:00,39.1,67,1,3.03,Windy,14.01
20-01-2024,21:00,39.3,47,7,4.76,Cloudy,20.51
20-01-2024,22:00,31.6,60,3,0.76,Sunny,10.98
20-01-2024,23:00,31.1,48,7,2.15,Cloudy,15.98
21-01-2024,00:00,37.5,74,3,3.6,Rainy,16.2
21-01-2024,01:00,34.4,56,0,5.04,Sunny,15.1
21-01-2024,02:00,29.3,68,5,4.47,Sunny,18.86
21-01-2024,03:00,25.8,57,8,2.3,Sunny,16.37
21-01-2024,04:00,38.0,50,4,2.45,Windy,14.22
21-01-2024,05:00,39.8,63,1,4.85,Windy,15.91
21-01-2024,06:00,35.6,46,2,3.55,Rainy,15.25
21-01-2024,07:00,32.7,88,2,3.74,Rainy,15.95
21-01-2024,08:00,33.2,86,4,5.72,Sunny,19.71
21-01-2024,09:00,39.9,66,8,3.16,Sunny,20.61
21-01-2024,10:00,18.8,46,6,5.14,Cloudy,18.2
21-01-2024,11:00,27.9,49,8,0.92,Rainy,15.05
21-01-2024,12:00,24.8,43,0,1.66,Rainy,9.41
21-01-2024,13:00,25.3,64,6,5.66,Rainy,19.49
21-01-2024,14:00,30.7,56,3,0.61,Windy,11.34
21-01-2024,15:00,31.4,75,2,4.5,Cloudy,15.9
21-01-2024,16:00,24.0,67,4,2.46,Cloudy,14.52
21-01-2024,17:00,18.8,70,1,5.3,Windy,14.96
21-01-2024,18:00,32.0,58,4,4.86,Cloudy,18.41
21-01-2024,19:00,38.7,78,1,2.17,Rainy,13.66
21-01-2024,20:00,29.2,75,3,2.43,Windy,13.52
21-01-2024,21:00,33.5,77,5,5.36,Windy,20.04
21-01-2024,22:00,37.7,86,3,5.98,Cloudy,19.67
21-01-2024,23:00,18.2,90,7,2.73,Windy,16.6
22-01-2024,00:00,24.7,45,1,1.29,Rainy,9.07
22-01-2024,01:00,30.6,77,5,0.9,Cloudy,13.66
22-01-2024,02:00,19.8,46,4,3.69,Windy,14.12
22-01-2024,03:00,35.0,62,1,5.11,Rainy,17.07
22-01-2024,04:00,24.1,51,8,0.63,Cloudy,14.18
22-01-2024,05:00,23.2,36,3,0.76,Windy,9.11
22-01-2024,06:00,31.3,90,8,4.06,Cloudy,20.48
22-01-2024,07:00,19.2,43,0,0.94,Rainy,7.72
22-01-2024,08:00,18.1,52,8,4.03,Sunny,18.57
22-01-2024,09:00,38.3,48,5,2.3,Sunny,16.06
22-01-2024,10:00,26.9,78,5,1.46,Windy,14.23
22-01-2024,11:00,19.9,74,5,4.77,Windy,17.15
22-01-2024,12:00,28.2,35,0,5.59,Rainy,14.14
22-01-2024,13:00,31.5,81,5,1.36,Sunny,14.23
22-01-2024,14:00,21.1,84,1,2.47,Rainy,11.7
22-01-2024,15:00,29.9,72,8,1.34,Rainy,16.15
22-01-2024,16:00,31.6,87,7,4.7,Rainy,21.29
22-01-2024,17:00,30.1,80,7,3.58,Rainy,19.16
22-01-2024,18:00,38.7,43,4,0.55,Windy,11.54
22-01-2024,19:00,35.8,58,2,5.94,Cloudy,18.11
22-01-2024,20:00,39.5,36,2,1.17,Cloudy,11.44
22-01-2024,21:00,22.0,73,5,4.56,Cloudy,18.03
22-01-2024,22:00,36.8,84,2,3.41,Rainy,16.2
22-01-2024,23:00,23.3,90,7,1.67,Rainy,16.5
23-01-2024,00:00,26.6,48,5,4.84,Sunny,17.46
23-01-2024,01:00,34.1,39,6,4.21,Rainy,17.84
23-01-2024,02:00,30.4,61,6,5.7,Cloudy,19.9
23-01-2024,03:00,18.5,80,6,1.83,Rainy,14.07
23-01-2024,04:00,34.7,76,4,2.14,Windy,14.44
23-01-2024,05:00,30.5,45,7,5.25,Rainy,21.1
23-01-2024,06:00,21.0,54,4,0.99,Sunny,11.31
23-01-2024,07:00,37.6,45,5,4.26,Windy,17.62
23-01-2024,08:00,19.1,85,3,5.18,Rainy,16.36
23-01-2024,09:00,35.0,63,2,2.89,Cloudy,14.73
23-01-2024,10:00,24.5,36,1,1.34,Sunny,8.78
23-01-2024,11:00,24.7,67,5,1.04,Cloudy,12.68
23-01-2024,12:00,26.7,61,5,4.03,Windy,17.41
23-01-2024,13:00,39.6,37,3,1.61,Sunny,12.47
23-01-2024,14:00,29.1,49,6,4.34,Sunny,17.81
23-01-2024,15:00,37.7,39,1,1.16,Windy,10.98
23-01-2024,16:00,29.6,35,2,1.73,Cloudy,11.11
23-01-2024,17:00,30.0,42,8,2.44,Windy,17.52
23-01-2024,18:00,19.7,48,3,4.52,Rainy,15.32
23-01-2024,19:00,18.3,52,1,5.81,Cloudy,15.0
23-01-2024,20:00,27.0,70,5,1.97,Rainy,14.86
23-01-2024,21:00,32.4,69,4,3.52,Windy,16.96
23-01-2024,22:00,37.2,80,4,2.7,Rainy,16.4
23-01-2024,23:00,26.4,44,6,4.69,Windy,18.48
24-01-2024,00:00,37.8,75,0,1.82,Rainy,12.11
24-01-2024,01:00,34.1,50,3,4.15,Sunny,16.88
24-01-2024,02:00,35.2,80,0,2.73,Rainy,13.2
24-01-2024,03:00,27.7,77,5,3.01,Sunny,16.41
24-01-2024,04:00,32.2,65,8,2.38,Windy,17.37
24-01-2024,05:00,31.8,82,6,2.45,Sunny,16.96
24-01-2024,06:00,29.6,74,5,0.9,Cloudy,13.93
24-01-2024,07:00,34.8,51,7,5.22,Rainy,21.14
24-01-2024,08:00,28.5,49,2,0.86,Rainy,10.23
24-01-2024,09:00,29.6,87,5,1.81,Cloudy,14.51
24-01-2024,10:00,32.6,46,0,2.27,Rainy,11.43
24-01-2024,11:00,36.0,42,6,1.35,Rainy,14.6
24-01-2024,12:00,26.0,77,8,3.37,Windy,18.98
24-01-2024,13:00,24.1,53,7,4.32,Windy,18.52
24-01-2024,14:00,34.1,46,8,1.32,Cloudy,15.83
24-01-2024,15:00,29.5,50,5,3.38,Windy,15.63
24-01-2024,16:00,30.2,35,4,0.82,Cloudy,11.05
24-01-2024,17:00,30.0,55,4,1.83,Windy,12.64
24-01-2024,18:00,32.0,89,1,1.61,Windy,12.41
24-01-2024,19:00,24.4,84,5,5.56,Windy,19.26
24-01-2024,20:00,18.9,83,4,5.83,Windy,18.53
24-01-2024,21:00,35.8,57,3,2.62,Cloudy,14.97
24-01-2024,22:00,22.2,89,5,0.85,Cloudy,12.59
24-01-2024,23:00,19.6,83,7,2.59,Windy,16.26
25-01-2024,00:00,37.8,83,0,1.09,Windy,11.36
25-01-2024,01:00,33.4,62,6,5.97,Cloudy,21.87
25-01-2024,02:00,27.7,66,2,3.31,Sunny,14.38
25-01-2024,03:00,34.3,60,8,0.72,Rainy,15.9
25-01-2024,04:00,34.9,84,7,1.15,Cloudy,16.71
25-01-2024,05:00,30.6,35,1,3.23,Cloudy,12.43
25-01-2024,06:00,19.2,78,3,4.41,Windy,15.93
25-01-2024,07:00,30.1,82,6,5.14,Cloudy,21.07
25-01-2024,08:00,36.0,90,2,2.26,Cloudy,14.11
25-01-2024,09:00,18.1,69,4,3.36,Sunny,14.48
25-01-2024,10:00,23.6,89,4,3.56,Windy,16.14
25-01-2024,11:00,24.8,50,6,4.91,Rainy,18.38
25-01-2024,12:00,20.9,48,8,4.09,Windy,18.49
25-01-2024,13:00,33.6,44,5,5.62,Rainy,19.3
25-01-2024,14:00,38.2,70,0,4.51,Sunny,15.64
25-01-2024,15:00,27.0,71,5,0.69,Cloudy,13.05
25-01-2024,16:00,24.4,80,3,4.91,Windy,16.67
25-01-2024,17:00,34.0,48,3,0.82,Windy,11.77
25-01-2024,18:00,20.7,43,1,4.98,Windy,13.3
25-01-2024,19:00,38.3,70,2,3.24,Rainy,15.75
25-01-2024,20:00,29.8,45,2,4.78,Cloudy,15.54
25-01-2024,21:00,28.2,47,1,5.73,Windy,15.43
25-01-2024,22:00,36.3,80,7,4.27,Cloudy,21.15
25-01-2024,23:00,38.3,43,0,1.38,Windy,9.73
